site,lat,lng,zip,name,address,phone,email,web
"HungryHorse","52.222662","0.136654","CB4 1XG","Milton Arms","205 Milton Road, Cambridge, CB4 1XG","01223 505012","1113@Greeneking.co.uk",""
"HungryHorse","51.683041","-4.157183","SA15 3YF","New Stepney","2 Eastgate, Llanelli, SA15 3YF","01554 755107","1750@greeneking.co.uk",""
"HungryHorse","53.190788","-2.493547","CW7 3NQ","Brighton Belle","Middlewich Road, Winsford, CW7 3NQ","01606 552850","1660@greeneking.co.uk",""
"HungryHorse","53.274547","-2.127085","SK10 2HA","Brocklehurst Arms","40 Manchester Road, Tytherington, Macclesfield, SK10 2HA","01625 423688","1645@greeneking.co.uk",""
"HungryHorse","53.098591","-2.456245","CW1 3AW","Four Eagles","Dunwoody Way, Crewe, CW1 3AW","01270 589716","1778@greeneking.co.uk",""
"HungryHorse","53.264292","-2.887414","CH65 9HD","Hungry Horse","12 Coliseum Way, Cheshire Oaks Outlet Village, Ellesmere Port, CH65 9HD","01513 560907","5219@greeneking.co.uk",""
"HungryHorse","53.417407","-2.311326","M33 3NW","Moorfield","131 Marsland Road, Sale, M33 3NW","0161 9051321","1659@greeneking.co.uk",""
"HungryHorse","53.201558","-2.87152","CH2 3NB","Oaklands Hotel","93 Hoole Road, Chester, CH2 3NB","01244 345528","7878@Greeneking.co.uk",""
"HungryHorse","53.381757","-2.74819","WA8 9DU","Observatory","Queensbury Way, Widnes, WA8 9DU","0151 420 5319","1672@greeneking.co.uk",""
"HungryHorse","53.409938","-2.152992","SK1 1YG","Old Rectory","48 Churchgate, Stockport, SK1 1YG","01614 290060","6382@greeneking.co.uk",""
"HungryHorse","53.239927","-2.601511","CW8 2LD","White Barn","Forest Road, Cuddington, Northwich, CW8 2LD","01606 883140","6104@Greeneking.co.uk",""
"HungryHorse","53.312707","-3.512417","LL18 5BA","Harbour","Foryd Road, Kinmel Bay, Rhyl, LL18 5BA","01745 360644","1951@greeneking.co.uk",""
"HungryHorse","54.115518","-3.238782","LA14 2NA","Owl & Pussycat","Hindpool Road, Barrow-In-Furness, LA14 2NA","01229 824334","6387@greeneking.co.uk",""
"HungryHorse","54.899233","-2.93239","CA1 1JG","Turf Tavern","Newmarket Road, Carlisle, CA1 1JG","01228 515367","8003@Greeneking.co.uk",""
"HungryHorse","52.862164","-1.439056","DE73 5UE","Bonnie Prince","166 Swarkestone Road, Chellaston, Derby, DE73 5UE","01332 702275","4647@greeneking.co.uk",""
"HungryHorse","52.958541","-1.330673","DE7 4NJ","Cat & Fiddle","Ladywood Road, Kirk Hallam, Ilkeston, DE7 4NJ","0115 932 7540","4665@Greeneking.co.uk",""
"HungryHorse","53.311861","-1.460464","S18 3AT","Chequers","17 Eckington Road, Coal Aston, Dronfield, S18 3AT","01246 412342","6295@greeneking.co.uk",""
"HungryHorse","52.911313","-1.450578","DE24 8BY","Merlin","1 Orient Way, Pride Park, Derby, DE24 8BY","01332 386241","1741@greeneking.co.uk",""
"HungryHorse","53.006071","-1.342682","DE75 7LX","Mundy Arms","Ilkeston Road, Marlpool, Heanor, DE75 7LX","01773 712715","4775@Greeneking.co.uk",""
"HungryHorse","52.942688","-1.459904","DE21 4AW","Paddock","391 Mansfield Road, Breadsall, Derby, DE21 4AW","01332 833592","4800@greeneking.co.uk",""
"HungryHorse","52.771438","-1.555296","DE11 9FQ","Tall Chimney","Unit 20, The Pipeworks, Coppice Side, Swadlincote, DE11 9FQ","01283 550943","1721@greeneking.co.uk",""
"HungryHorse","50.615661","-3.413152","EX8 2AZ","Bath House","The Esplanade, Exmouth, EX8 2AZ","01395 269628","7713@greeneking.co.uk",""
"HungryHorse","50.637115","-3.392074","EX8 4JJ","Farmhouse","Churchill Road, Exmouth, EX8 4JJ","01395 278000","7763@Greeneking.co.uk",""
"HungryHorse","50.499919","-3.578462","TQ12 5ES","Sloop Inn","Newton Road, Kingskerswell, Newton Abbot, TQ12 5ES","01803 872979","1935@greeneking.co.uk",""
"HungryHorse","50.736105","-1.807753","BH6 5PY","Cranleigh","1 Clingan Road, Bournemouth, BH6 5PY","01202 421530","7698@Greeneking.co.uk",""
"HungryHorse","50.720621","-2.010674","BH15 4JQ","Red Lion","294 Blandford Road, Poole, BH15 4JQ","01202 675319","7930@Greeneking.co.uk",""
"HungryHorse","54.614619","-1.556153","DL5 6JG","Gretna Green Hotel","Great North Road, Aycliffe, Newton Aycliffe, DL5 6JG","01325 300100","6327@greeneking.co.uk",""
"HungryHorse","54.668103","-1.212399","TS25 1SD","Stag & Monkey","Brenda Road, Hartlepool, TS25 1SD","01429 869470","1766@greeneking.co.uk",""
"HungryHorse","54.522653","-1.552535","DL1 5RD","Woollen Mill","Unit 3, Feethams, Darlington, DL1 5RD","01325 487741","1795@greeneking.co.uk",""
"HungryHorse","55.78431","-4.346943","G77 6EF","Capelrig","2 Greenlaw Way, Newton Mearns, Glasgow, G77 6EF","0141 530 1766","1851@greeneking.co.uk",""
"HungryHorse","53.732148","-0.436789","HU13 9AR","Darleys","312 Boothferry Road, Hessle, HU13 9AR","01482 643121","7711@Greeneking.co.uk",""
"HungryHorse","53.741388","-0.217356","HU12 8DJ","Kingstown Hotel","Hull Road, Hedon, Hull, HU12 8DJ","01482 890461","6346@greeneking.co.uk",""
"HungryHorse","53.713345","-0.887746","DN14 6RG","Vikings","Western Road, Goole, DN14 6RG","01405 765 671","1751@greeneking.co.uk",""
"HungryHorse","50.801984","0.295764","BN23 8AL","Mill","Willingdon Drove, Eastbourne, BN23 8AL","01323 460809","6358@greeneking.co.uk",""
"HungryHorse","51.5743","0.707733","SS4 1HU","Anne Boleyn","93 Southend Road, Rochford, SS4 1HU","01702 545116","1496@Greeneking.co.uk",""
"HungryHorse","51.86363","0.525622","CM77 7AH","Astronomer","Avenue East, Great Notley, Braintree, CM77 7AH","01376 325921","1744@greeneking.co.uk",""
"HungryHorse","51.912881","0.891133","CO4 5EG","Dog & Pheasant","24 Nayland Road, Mile End, Colchester, CO4 5EG","01206 852427","1149@greeneking.co.uk",""
"HungryHorse","51.575628","0.410812","SS15 6AW","Four Seasons","Victoria Road, Laindon, Basildon, SS15 6AW","01268 540051","1497@greeneking.co.uk",""
"HungryHorse","51.706977","0.484737","CM2 8NB","Great Baddow Barn","Galleywood Road, Chelmsford, CM2 8NB","01245 473738","6325@greeneking.co.uk",""
"HungryHorse","51.618117","0.045568","IG9 6HY","Monkhams","Buckhurst Way, Buckhurst Hill, IG9 6HY","020 8504 4525","7865@Greeneking.co.uk",""
"HungryHorse","51.587257","0.46131","SS14 3WB","Quays","Festival Leisure Park, Pipps Hill Road South, Basildon, SS14 3WB","01268 202221","6583@greeneking.co.uk",""
"HungryHorse","51.802588","1.180784","CO15 6PD","Roaring Donkey","316 Holland Road, Clacton-On-Sea, CO15 6PD","01255 812104","1237@greeneking.co.uk",""
"HungryHorse","51.882003","0.809532","CO3 8LU","Swan Inn","285 London Road, Stanway, Colchester, CO3 8LU","01206 211790","1333@greeneking.co.uk",""
"HungryHorse","51.592199","0.603099","SS6 9JF","Travellers Joy","Downhall Road, Rayleigh, SS6 9JF","01268 784545","6048@Greeneking.co.uk",""
"HungryHorse","51.857118","-2.192029","GL3 3TW","Royal Oak","Hucclecote Road, Gloucester, GL3 3TW","01452 621 748","7954@Greeneking.co.uk",""
"HungryHorse","51.851029","-2.049126","GL53 9NG","Seven Springs","Seven Springs, Cheltenham, GL53 9NG","01242 870219","3273@Greeneking.co.uk",""
"HungryHorse","51.985508","-2.145578","GL20 7RW","Wheatpieces","2 Clifford Avenue, Walton Cardiff, Tewkesbury, GL20 7RW","01684 274420","5300@Greeneking.co.uk",""
"HungryHorse","51.473849","0.039687","SE18 4LT","Fox under the Hill","Shooters Hill Road, Shooters Hill, London, SE18 4LT","020 8856 5518","7521@Greeneking.co.uk",""
"HungryHorse","51.625121","-0.015308","E4 6RB","Greene Man","Old Church Road, Chingford, London, E4 6RB","0208 5249101","1959@Greeneking.co.uk",""
"HungryHorse","51.416347","-0.180001","SW19 2PP","Kiss Me Hardy","Unit 5 Priory Retail Park, 131 High Street, Colliers Wood, SW19 2PP","02085 439631","6347@greeneking.co.uk",""
"HungryHorse","53.368995","-2.239445","M22 5LB","Flying Horse","1 Longstone Road, Manchester, M22 5LB","0161 437 6205","1737@greeneking.co.uk",""
"HungryHorse","53.610402","-2.132953","OL16 4PS","Hornet","Helmsman Lane, Rochdale, OL16 4PS","01706 526099","1772@greeneking.co.uk",""
"HungryHorse","53.470141","-2.283532","M50 3WL","Matchstick Man","Capital Quay, Salford, M50 3WL","0161 8767463","7805@greeneking.co.uk",""
"HungryHorse","51.607846","-2.896206","NP18 2JN","New Inn Motel","Chepstow Road, Langstone, Newport, NP18 2JN","01633 412426","6370@greeneking.co.uk",""
"HungryHorse","50.814898","-1.045921","PO3 5HH","Farmhouse","Burrfields Road, Portsmouth, PO3 5HH","02392 650510","1965@Greeneking.co.uk",""
"HungryHorse","50.942286","-1.374561","SO18 2QN","Fleming Arms","Wide Lane, Southampton, SO18 2QN","0238 058 4358","1726@greeneking.co.uk",""
"HungryHorse","51.213173","-1.486416","SP10 3JJ","Folly","Charlton Road, Andover, SP10 3JJ","01264 334249","8619@greeneking.co.uk",""
"HungryHorse","51.285445","-0.758307","GU14 7DL","Gloster","O'Gorman Avenue, Farnborough, GU14 7DL","01252 511840","1733@greeneking.co.uk",""
"HungryHorse","50.866052","-0.978319","PO9 2EN","Heron","Petersfield Road, Havant, PO9 2EN","023 9248 3788","7812@greeneking.co.uk",""
"HungryHorse","50.964702","-1.306617","SO50 8AA","New Clock Inn","Fair Oak Road, Eastleigh, SO50 8AA","023 8069 2344","1593@Greeneking.co.uk",""
"HungryHorse","50.917298","-1.502587","SO40 8EA","Old Farmhouse","Ringwood Road, Totton, Southampton, SO40 8EA","023 8086 2399","7880@Greeneking.co.uk",""
"HungryHorse","51.07691","-0.803344","GU30 7AD","Royal Anchor","9-11 The Square, Liphook, GU30 7AD","01428 722244","4391@Greeneking.co.uk",""
"HungryHorse","50.847115","-1.138254","PO16 9DB","Seagull","Cornaway Lane, Fareham, PO16 9DB","01329 237015","7962@greeneking.co.uk",""
"HungryHorse","50.930618","-1.29566","SO30 2RX","Shamblehurst Barn","Old Shamblehurst Lane, Hedge End, Southampton, SO30 2RX","01489 787617","3644@Greeneking.co.uk",""
"HungryHorse","50.813172","-1.083533","PO2 8AL","Sovereigns","Kingston Crescent, Portsmouth, PO2 8AL","02392 639673","6715@greeneking.co.uk",""
"HungryHorse","50.951955","-1.537169","SO51 6ZJ","Vine Inn","Romsey Road, Ower, Romsey, SO51 6ZJ","02380 814333","6734@greeneking.co.uk",""
"HungryHorse","52.06721","-2.733402","HR4 9NH","Grandstand","Grandstand Road, Hereford, HR4 9NH","01432 370867","1954@Greeneking.co.uk",""
"HungryHorse","51.89101","-0.176153","SG2 9XR","Old Red Lion","Shephall Green, Stevenage, SG2 9XR","01438 351551","4275@greeneking.co.uk",""
"HungryHorse","51.747424","-0.45579","HP2 4JS","Pommel Horse","Jarman Square, Jarman Way, Hemel Hempstead, HP2 4JS","01442 214347","1769@greeneking.co.uk",""
"HungryHorse","51.987541","-0.246596","SG6 4JS","Two Chimneys","Stotfold Road, Letchworth, SG6 4JS","01462 683654","4178@greeneking.co.uk",""
"HungryHorse","51.089424","1.180859","CT19 5NX","Black Bull","Canterbury Road, Folkestone, CT19 5NX","01303 256903","1755@greeneking.co.uk",""
"HungryHorse","51.3609","1.392256","CT9 4FA","Hooden Horse","1 Richborough Close, Margate, CT9 4FA","01843 808972","1768@greeneking.co.uk",""
"HungryHorse","51.351522","0.523475","ME5 0NB","Poachers Pocket","135 Walderslade Road, Chatham, ME5 0NB","01634 864430","7902@greeneking.co.uk",""
"HungryHorse","51.145384","0.281909","TN2 3TD","Robin Hood","Sandhurst Road, Tunbridge Wells, TN2 3TD","01892 547878","1752@greeneking.co.uk",""
"HungryHorse","51.371765","0.56148","ME7 2AA","Star","Watling Street, Gillingham, ME7 2AA","01634 851174","1663@greeneking.co.uk",""
"HungryHorse","51.380031","0.477083","ME2 2SS","Waters Edge","Medway Valley Park, Chariot Way, Rochester, ME2 2SS","01634 719306","5343@greeneking.co.uk",""
"HungryHorse","51.361717","1.065108","CT5 2LU","Wheatsheaf","Herne Bay Road, Whitstable, CT5 2LU","01227 792310","1624@Greeneking.co.uk",""
"HungryHorse","51.38144","1.413878","CT9 3LN","Wheatsheaf","Northdown Park Road, Margate, CT9 3LN","01843 571491","1961@Greeneking.co.uk",""
"HungryHorse","55.774699","-4.199253","G74 4US","Kittoch","1 Stewartfield Crescent, East Kilbride, G74 4US","01355 238465","1827@greeneking.co.uk",""
"HungryHorse","55.741616","-4.198607","G75 9SA","Oystercatcher","2 Lindsayfield Road, East Kilbride, Glasgow, G75 9SA","01355 222781","1796@greeneking.co.uk",""
"HungryHorse","55.878269","-4.370987","PA4 8XQ","Projectionist","Unit 20, Intu Braehead Leisure, Kings Inch Road, Glasgow, PA4 8XQ","0141 8867286","1792@greeneking.co.uk",""
"HungryHorse","53.778254","-3.044319","FY4 2QS","Air Balloon","Squires Gate Lane, Blackpool Airport, Blackpool, FY4 2QS","01253 362400","6273@greeneking.co.uk",""
"HungryHorse","53.588693","-2.682324","WN6 0SS","Charnley Arms","Almond Brook Road, Standish, Wigan, WN6 0SS","01257 424619","6292@greeneking.co.uk",""
"HungryHorse","53.794021","-3.017658","FY4 4LP","Cherry Tree","317-319 Vicarage Lane, Marton, Blackpool, FY4 4LP","01253 693002","1773@greeneking.co.uk",""
"HungryHorse","53.596812","-2.425571","BL1 8TS","Cotton Kier","2-4 Eagley Brook Way, Bolton, BL1 8TS","01204 363010","6300@greeneking.co.uk",""
"HungryHorse","53.725499","-2.488636","BB2 4JP","Fernhurst","466 Bolton Road, Blackburn, BB2 4JP","01254 693541","1730@greeneking.co.uk",""
"HungryHorse","53.889562","-3.015196","FY5 4LH","Iron Horse","Fleetwood Road North, Thornton Cleveleys, FY5 4LH","01253 820269","1775@greeneking.co.uk",""
"HungryHorse","53.761674","-2.792634","PR4 0XB","Lea Gate","Blackpool Road, Lea, Preston, PR4 0XB","01772 329760","4750@greeneking.co.uk",""
"HungryHorse","53.539371","-2.698573","WN5 8HQ","Mount","Orrell Road, Orrell, Wigan, WN5 8HQ","01942 219740","4891@greeneking.co.uk",""
"HungryHorse","53.578171","-2.27565","BL9 8RN","Paper Mill","Little 66-Roach Bank Road, Pilsworth, Bury, BL9 8RN","01617 679504","6388@greeneking.co.uk",""
"HungryHorse","53.502462","-2.5271","WN7 5AR","Parsonage","17 Parsonage Retail Park, Leighbrook Way, Leigh, WN7 5AR","01942 417566","1847@greeneking.co.uk",""
"HungryHorse","53.800635","-2.713945","PR3 5JE","Phantom Winger","398 Garstang Road, Broughton, Preston, PR3 5JE","01772 863422","6390@greeneking.co.uk",""
"HungryHorse","53.721466","-2.670163","PR5 6BA","Poachers","Lostock Lane, Bamber Bridge, Preston, PR5 6BA","01772 324100","6394@greeneking.co.uk",""
"HungryHorse","53.548058","-2.468877","BL5 1BJ","Red Lion","1-3 Salford Road, Over Hulton, Bolton, BL5 1BJ","01204 63257","6585@greeneking.co.uk",""
"HungryHorse","53.843391","-2.220502","BB9 7TZ","Thatch & Thistle","Surrey Road, Nelson, BB9 7TZ","01282 615215","4890@Greeneking.co.uk",""
"HungryHorse","53.676809","-2.65655","PR7 7JD","War Horse","Buckshaw Avenue, Buckshaw Village, Chorley, PR7 7JD","01772 457465","1799@greeneking.co.uk",""
"HungryHorse","52.614205","-1.191905","LE19 1LW","Bees Knees","Meridian Way, Leicester, LE19 1LW","0116 263 0069","6282@greeneking.co.uk",""
"HungryHorse","52.702394","-1.326212","LE67 1TB","Charnwood Arms","Beveridge Lane, Coalville, LE67 1TB","01530 813644","6293@greeneking.co.uk",""
"HungryHorse","52.533798","-1.37606","LE10 2LL","Hansom Cab","Brookfield Road, Burbage, Hinckley, LE10 2LL","01455 612029","1842@greeneking.co.uk",""
"HungryHorse","52.696515","-1.099606","LE7 1PD","Hope & Anchor","Wanlip Road, Syston, LE7 1PD","01162 601963","0185@greeneking.co.uk",""
"HungryHorse","52.539143","-1.250463","LE9 6QD","Mill on the Soar","Coventry Road, Broughton Astley, Leicester, LE9 6QD","01455 282419","1968@greeneking.co.uk",""
"HungryHorse","52.594129","-1.069038","LE2 4PE","Oadby Owl","7 Glen Road, Oadby, Leicester, LE2 4PE","01162 712938","8637@greeneking.co.uk",""
"HungryHorse","52.772333","-0.893967","LE13 0NP","Welby","Nottingham Road, Melton Mowbray, LE13 0NP","01664 567490","1665@greeneking.co.uk",""
"HungryHorse","53.205264","-0.576215","LN6 7JJ","Crown & Arrows","Moorland Avenue, Lincoln, LN6 7JJ","01522 681764","1722@greeneking.co.uk",""
"HungryHorse","53.177524","-0.623384","LN6 9NH","Game Keeper","Newark Road, South Hykeham, Lincoln, LN6 9NH","01522 696687","6319@greeneking.co.uk",""
"HungryHorse","53.369264","-3.08902","CH49 5LN","Arrowe Park","Arrowe Park Road, Wirral, CH49 5LN","0151 6775031","7619@Greeneking.co.uk",""
"HungryHorse","53.484895","-2.962134","L30 6TG","Bakers Dozen","Switch Island Leisure Park-Dunnings Bridge Road, Bootle, L30 6TG","01515 230996","6277@greeneking.co.uk",""
"HungryHorse","53.478999","-2.93484","L10 8LH","Blue Anchor","32 School Lane, Aintree, Liverpool, L10 8LH","0151 5261829","7644@Greeneking.co.uk",""
"HungryHorse","53.467247","-2.799208","WA10 5QN","Game Bird","East Lancashire Road, Eccleston, St Helens, WA10 5QN","01744 885437","6318@greeneking.co.uk",""
"HungryHorse","53.442723","-2.729018","WA9 5TQ","Glass Horse","80 Sherdley Road, St Helens, WA9 5TQ","01744 29991","1759@greeneking.co.uk",""
"HungryHorse","53.501337","-3.000643","L23 1TJ","Nags Head","Green Lane, Crosby, Liverpool, L23 1TJ","0151 9244696","7869@Greeneking.co.uk",""
"HungryHorse","53.475848","-2.980648","L21 5HF","Netherton","Church Road, Litherland, Liverpool, L21 5HF","0151 9283657","7871@Greeneking.co.uk",""
"HungryHorse","53.40127","-3.159097","CH47 6AA","Railway","143-145 Birkenhead Road, Meols, Wirral, CH47 6AA","0151 6323320","7923@Greeneking.co.uk",""
"HungryHorse","53.332793","-2.976278","CH62 7EZ","Royal Oak","High Street, Bromborough, Wirral, CH62 7EZ","0151 3342917","4862@greeneking.co.uk",""
"HungryHorse","53.440572","-3.044881","CH45 2HZ","Seahorse","Unit 9 Wallasey Waterfront Retail & Leisure Park, Kings Parade, New Brighton, Wallasey, CH45 2HZ","0151 6389894","1738@greeneking.co.uk",""
"HungryHorse","53.651376","-3.006897","PR9 0DZ","Waterfront","Unit 6, Floral Hall Gardens, The Promenade, Southport, PR9 0DZ","01704 534491","1761@greeneking.co.uk",""
"HungryHorse","51.622836","-4.027017","SA2 7SL","Dunvant","Dunvant Road, Dunvant, Swansea, SA2 7SL","01792 208112","6140@greeneking.co.uk",""
"HungryHorse","51.446384","-3.185447","CF64 1SB","Oystercatcher","Terra Nova Way, Penarth, CF64 1SB","029 20709836","5276@greeneking.co.uk",""
"HungryHorse","51.39402","-3.28622","CF62 5SB","Ship","Harbour Road, Barry, CF62 5SB","01446 729060","1962@greeneking.co.uk",""
"HungryHorse","51.510078","-3.214057","CF14 1JE","Three Elms","Merthyr Road, Whitchurch, Cardiff, CF14 1JE","02920 616866","1967@greeneking.co.uk",""
"HungryHorse","51.549005","-0.329624","UB6 7QL","Ballot Box","Horsenden Lane North, Greenford, UB6 7QL","02089 022825","6278@greeneking.co.uk",""
"HungryHorse","51.463848","-0.385019","TW4 5AR","Honeycombe","417 Staines Road, Hounslow, TW4 5AR","0208 570 2061","0496@greeneking.co.uk",""
"HungryHorse","52.412144","0.742461","IP24 3BN","Chase","Newtown, Thetford, IP24 3BN","01842 763609","1408@greeneking.co.uk",""
"HungryHorse","52.628384","1.372947","NR7 0WG","Fieldfare","Broadland Business Park, Old Chapel Way, Postwick, Norwich, NR7 0WG","01603 438032","1789@greeneking.co.uk",""
"HungryHorse","52.74446","0.402025","PE30 5DG","Gatehouse","Kellard Place, Kings Lynn, PE30 5DG","01553 766671","1728@greeneking.co.uk",""
"HungryHorse","52.607601","1.288852","NR4 6EF","Shoe Makers","1 The Lastings, Sandy Lane, Norwich, NR4 6EF","01603 665078","1805@greeneking.co.uk",""
"HungryHorse","53.578591","-0.654126","DN16 2AG","Queensway","Ashby Road, Scunthorpe, DN16 2AG","01724 865059","7918@Greeneking.co.uk",""
"HungryHorse","53.561821","-0.119113","DN34 4ES","Trawl","Yarborough Road, Grimsby, DN34 4ES","01472 343372","8001@Greeneking.co.uk",""
"HungryHorse","53.547796","-0.015636","DN35 0AQ","Wellow","Kings Road, Cleethorpes, DN35 0AQ","01472 695589","8021@Greeneking.co.uk",""
"HungryHorse","55.848091","-4.066895","G69 7TZ","Barrbridge","2 Barrbidge Road, Bargeddie, G69 7TZ","01236 700061","1797@greeneking.co.uk",""
"HungryHorse","53.588566","-0.696865","DN15 8TE","Old Farmhouse","Doncaster Road, Gunness, Scunthorpe, DN15 8TE","01724 276376","6379@greeneking.co.uk",""
"HungryHorse","54.241699","-0.421534","YO12 4LT","Byways","Station Road, Crossgates, Scarborough, YO12 4LT","01723 863254","7663@Greeneking.co.uk",""
"HungryHorse","53.989826","-1.105005","YO30 4XY","Flying Legends","Stirling Road, Clifton Moor Centre, Rawcliffe, York, YO30 4XY","01904 693239","6313@greeneking.co.uk",""
"HungryHorse","54.376279","-1.722576","DL9 3BA","Foxglove","Unit 20 Princes Gate Shopping Park, Richmond Road, Catterick Garrison, DL9 3BA","01748 833972","1808@greeneking.co.uk",""
"HungryHorse","54.561501","-1.224344","TS4 2PA","Highfield Hotel","Marton Road, Middlesbrough, TS4 2PA","01642 811960","1729@greeneking.co.uk",""
"HungryHorse","54.594929","-1.050311","TS10 2TB","Wheatlands Farm","Redcar Road, Marske-By-The-Sea, Redcar, TS10 2TB","01642 486406","6737@greeneking.co.uk",""
"HungryHorse","52.507745","-0.704849","NN17 4DU","Chequered Flag","Causeway Road, Corby, NN17 4DU","01536 263035","1673@greeneking.co.uk",""
"HungryHorse","52.373186","-0.715681","NN15 6XS","Hobsons Choice","Pegasus Court, Kettering Retail Park, Kettering, NN15 6XS","01536 483990","6339@greeneking.co.uk",""
"HungryHorse","52.227536","-0.854016","NN4 7YD","Lakeside","2 The Lakes-Bedford Road, Northampton, NN4 7YD","01604 601737","6349@greeneking.co.uk",""
"HungryHorse","52.300076","-0.615715","NN10 6EF","Needle & Awl","Northampton Road, Rushden, NN10 6EF","01933 412326","6367@greeneking.co.uk",""
"HungryHorse","52.31778","-0.70509","NN8 4UF","Ock n Dough","14-16 Farm Road, Wellingborough, NN8 4UF","01933 403844","4790@greeneking.co.uk",""
"HungryHorse","52.211828","-0.894364","NN4 7JJ","Queen Eleanor","London Road, Wootton, Northampton, NN4 7JJ","01604 762468","6584@greeneking.co.uk",""
"HungryHorse","52.23779","-0.933873","NN5 5QL","Sixfields","Sixfields Leisure, Northampton, NN5 5QL","01604 751799","8654@Greeneking.co.uk",""
"HungryHorse","52.403409","-0.713563","NN16 8FD","Warren","Stamford Road, Kettering, NN16 8FD","01536 416102","5260@Greeneking.co.uk",""
"HungryHorse","55.084768","-1.588708","NE23 6UL","Seven Oaks","Unit 1, South Mall, Manor Walks Shopping Centre, Cramlington, NE23 6UL","01670 731463","1786@greeneking.co.uk",""
"HungryHorse","53.317265","-1.121708","S81 7JR","Ashley Hotel","Carlton Road, Worksop, S81 7JR","01909 530915","1653@greeneking.co.uk",""
"HungryHorse","52.918046","-1.225336","NG9 5AE","Beekeeper","Meadow Lane, Beeston, Nottingham, NG9 5AE","0115 9436184","4635@Greeneking.co.uk",""
"HungryHorse","53.140866","-1.210558","NG18 5NG","Bold Forester","Botany Avenue, Mansfield, NG18 5NG","01623 623970","7646@Greeneking.co.uk",""
"HungryHorse","52.97215","-1.037669","NG14 5HX","Ferry Boat Inn","Riverside, Stoke Bardolph, Nottingham, NG14 5HX","01159 871232","6312@greeneking.co.uk",""
"HungryHorse","52.871401","-1.304477","NG10 3AD","Plank & Leggit","Sawley Bridge Marina-Tamworth Road, Sawley, Nottingham, NG10 3AD","01159 721515","6391@greeneking.co.uk",""
"HungryHorse","52.983817","-1.145091","NG5 2FX","Sherwood Manor","Mansfield Road, Nottingham, NG5 2FX","0115 9604078","4870@Greeneking.co.uk",""
"HungryHorse","53.113272","-1.286679","NG17 1JE","Snipe","Alfreton Road, Sutton-in-Ashfield, NG17 1JE","01623 443604","4879@greeneking.co.uk",""
"HungryHorse","52.945933","-1.166604","NG7 1GX","Waters Edge","3 Castle Bridge Road, Nottingham, NG7 1GX","0115 9411175","5338@greeneking.co.uk",""
"HungryHorse","52.954814","-1.211262","NG8 2BH","Wheelhouse","Russell Drive, Wollaton, Nottingham, NG8 2BH","0115 9283520","4910@greeneking.co.uk",""
"HungryHorse","52.923355","-1.136666","NG2 7HZ","Wolds","Loughborough Road, West Bridgford, Nottingham, NG2 7HZ","0115 981 0050","1656@greeneking.co.uk",""
"HungryHorse","51.725169","-1.193233","OX4 6SS","Bullnose Morris","Watlington Road, Cowley, Oxford, OX4 6SS","01865 771430","6635@greeneking.co.uk",""
"HungryHorse","51.786807","-1.502216","OX28 5AR","Rowing Machine","Fettiplace Road, Witney, OX28 5AR","01993 703386","6640@Greeneking.co.uk",""
